idx,ctype,inp_gain,out_gain,Ih_gmax,out_scale,Ih_midv,Ih_slope,tau_midv
0,C2,0.609592,0.610857,0.000000,1.000000,-47.715829,-0.200000,-51.288028
1,C3,0.312717,0.576371,0.000000,1.000000,-47.715829,-0.200000,-51.288028
2,L1,0.533506,0.438566,0.000000,1.000000,-47.715829,-0.200000,-51.288028
3,L2,0.659225,0.566277,0.000000,1.000000,-47.715829,-0.200000,-51.288028
4,L3,0.464921,0.401615,0.000000,1.000000,-47.715829,-0.200000,-51.288028
5,L4,0.628511,0.568241,0.000000,1.000000,-47.715829,-0.200000,-51.288028
6,L5,0.312717,0.576371,0.000000,1.000000,-47.715829,-0.200000,-51.288028
7,Mi1,0.571424,0.536093,0.000000,1.000000,-47.715829,-0.200000,-51.288028
8,Mi4,0.571424,0.536093,0.000000,1.000000,-47.715829,-0.200000,-51.288028
9,Mi9,0.532887,0.674857,53.675369,1.000000,-47.715829,-0.200000,-51.288028
10,R1-6,0.382003,0.633496,50.213979,1.000000,-47.715829,-0.200000,-51.288028
11,R7,0.613495,0.635497,0.000000,1.000000,-47.715829,-0.200000,-51.288028
12,R8,0.548227,0.644922,0.000000,1.000000,-47.715829,-0.200000,-51.288028
13,T1,0.314627,0.691296,0.000000,1.000000,-47.715829,-0.200000,-51.288028
14,T2,0.404887,0.352207,0.000000,1.000000,-47.715829,-0.200000,-51.288028
15,T2a,0.634403,0.611637,0.000000,1.000000,-47.715829,-0.200000,-51.288028
16,T3,0.634403,0.611637,0.000000,1.000000,-47.715829,-0.200000,-51.288028
17,T4a,0.422853,0.655454,0.000000,1.000000,-47.715829,-0.200000,-51.288028
18,T4b,0.610709,0.584784,0.000000,1.000000,-47.715829,-0.200000,-51.288028
19,T4c,0.531988,0.420197,0.000000,1.000000,-47.715829,-0.200000,-51.288028
20,T4d,0.360863,0.619637,0.100000,1.000000,-47.715829,-0.200000,-51.288028
21,T5a,0.613495,0.635497,0.000000,1.000000,-47.715829,-0.200000,-51.288028
22,T5b,0.627961,0.489521,0.000000,1.000000,-47.715829,-0.200000,-51.288028
23,T5c,0.382003,0.633496,50.213979,1.000000,-47.715829,-0.200000,-51.288028
24,T5d,0.613495,0.635497,0.000000,1.000000,-47.715829,-0.200000,-51.288028
25,Tm1,0.596649,0.519817,0.000000,1.000000,-47.715829,-0.200000,-51.288028
26,Tm2,0.533506,0.438566,0.000000,1.000000,-47.715829,-0.200000,-51.288028
27,Tm20,0.404887,0.352207,0.000000,1.000000,-47.715829,-0.200000,-51.288028
28,Tm21,0.699803,0.655175,0.100000,1.000000,-47.715829,-0.200000,-51.288028
29,Tm3,0.326643,0.322424,0.000000,1.000000,-47.715829,-0.200000,-51.288028
30,Tm4,0.404887,0.352207,0.000000,1.000000,-47.715829,-0.200000,-51.288028
31,Tm9,0.464921,0.401615,0.000000,1.000000,-47.715829,-0.200000,-51.288028
